Employee_ID,Key Concerns,Question,Response Set
,Relatively low activity especially considering work hours,"I noticed that your daily activity entries are quite low despite the long work hours—do you feel that this reflects a focus on individual tasks, or are there barriers that limit your engagement in collaborative platforms?","<s>[INST] Yes, I usually focus on deep work and individual tasks rather than constant collaboration. [/INST]   That’s understandable! Would you find it helpful to have designated collaboration time without disrupting your workflow? </s>
<s>[INST] I do engage with my team, but not always through tracked platforms. [/INST]   Got it! Are there other ways you prefer to communicate or collaborate that aren’t being captured? </s>
<s>[INST] I think I could engage more, but sometimes I get caught up in my own tasks. [/INST]   Makes sense! Would reminders or structured check-ins help you stay more connected with your team? </s>
<s>[INST] There are some barriers, like too many meetings or unclear expectations. [/INST]   That’s important to address. What changes would make collaboration feel more natural and effective for you? </s>
<s>[INST] I haven’t really noticed this before. [/INST]   No problem! Would you like insights on how your engagement compares with team norms? </s>"
,Moderate annual (2.51) and sick (8.05) leaves,"Given the heavy workload, do you feel that the current amount of leave you take is sufficient for you to recharge, or would you benefit from a more structured break schedule?","<s>[INST] I think the leave I take is enough for now. [/INST]   That’s good to hear! Do you feel fully recharged after your time off, or do you still experience burnout? </s>  
<s>[INST] I could definitely use more structured breaks, but it’s hard to plan them. [/INST]   Understood! Would a company-wide initiative on structured breaks help you balance work and rest? </s>  
<s>[INST] I don’t usually take much leave, but I think I should. [/INST]   That makes sense! Would you be open to a plan that encourages periodic breaks to avoid burnout? </s>  
<s>[INST] I take leave, but I still feel exhausted when I return. [/INST]   That sounds tough! Do you feel like workload redistribution or better planning could help you return more refreshed? </s>  
<s>[INST] I prefer shorter, more frequent breaks rather than long leaves. [/INST]   That’s an interesting approach! Would flexible half-days or mental health breaks be more beneficial for you? </s>  "
,Average onboarding and Initial training not completed,"Reflecting on your onboarding experience, do you believe it provided you with all the tools and support needed to handle a heavy workload, or is there an area where additional initial training might have made your role easier?","<s>[INST] The onboarding was helpful, and I felt well-prepared. [/INST]   That’s great to hear! Was there any particular aspect of the onboarding that stood out as especially useful? </s>  
<s>[INST] It was decent, but I think more hands-on training would have helped. [/INST]   That makes sense! Would a mentorship program or job shadowing have improved the experience for you? </s>  
<s>[INST] I struggled a bit at first, and more structured guidance would have helped. [/INST]   Thanks for sharing! Do you think having a longer onboarding period would have made the transition smoother? </s>  
<s>[INST] I felt overwhelmed initially, but I figured things out over time. [/INST]   That’s understandable! Would a follow-up training session after a few months have been beneficial? </s>  
<s>[INST] Honestly, I didn’t feel fully prepared, and I had to learn on the job. [/INST]   That must have been challenging! What specific areas of training do you think would have made the biggest difference? </s>  "
EMP0350,Low activity (team messages:4 Mails: 16),"Your overall activity on collaboration tools is very low. Can you share if this is a reflection of your preferred work style, or are there obstacles that limit your ability to participate more frequently in meetings and team communications?","<s>[INST] I prefer to focus on individual tasks rather than constant communication. [/INST]   That makes sense! Do you feel your work style aligns well with your team’s expectations? </s>  
<s>[INST] I don’t find most meetings productive, so I limit my participation. [/INST]   Understood! Would you find it helpful if meetings were structured differently to be more efficient? </s>  
<s>[INST] I struggle with scheduling conflicts that make it hard to join meetings. [/INST]   That’s a valid concern! Would a more flexible meeting schedule improve your participation? </s>  
<s>[INST] I feel like my contributions don’t require frequent communication. [/INST]   Got it! Do you think there are opportunities where more collaboration could enhance your work? </s>  
<s>[INST] Honestly, I don’t always feel included or encouraged to participate. [/INST]   I appreciate your honesty! What changes would make you feel more engaged in team discussions? </s>  "
,Moderate and consistent work hours (7.14),"While your work hours are consistent, the limited communication suggests there might be a disconnect in how your time is spent. Do you feel that your scheduled hours are fully productive, or would you benefit from adjustments that encourage more active engagement during work?","<s>[INST] I feel productive working independently, so I don’t see the need for more communication. [/INST]   That’s fair! Do you think your individual contributions are well understood by your team? </s>  
<s>[INST] I sometimes get stuck on tasks but don’t always reach out for help. [/INST]   I see! Would having a more structured check-in with teammates help you feel more supported? </s>  
<s>[INST] My workload keeps me busy, and I don’t always have time for extra discussions. [/INST]   Makes sense! Would a better balance between focused work and collaboration improve your experience? </s>  
<s>[INST] I’m not always sure when it’s appropriate to engage with the team. [/INST]   That’s understandable! Would clearer expectations about collaboration make it easier for you? </s>  
<s>[INST] I feel disconnected from the team, which makes it harder to engage. [/INST]   Thanks for sharing! What could help you feel more connected and involved in team activities? </s>"
,Low number of rewards (1 total),Do you feel that the rewards and recognition you receive (such as performance awards or team acknowledgments) reflect the effort you put in during the times you’re at work?,"<s>[INST] Yes, I feel my efforts are acknowledged fairly. [/INST]   That’s great! Is there a particular form of recognition that motivates you the most? </s>  
<s>[INST] Sometimes, but I think there’s room for improvement. [/INST]   Understood! What kind of recognition would make you feel more valued? </s>  
<s>[INST] No, I feel like my hard work often goes unnoticed. [/INST]   That’s frustrating! Would you prefer more frequent feedback or tangible rewards? </s>  
<s>[INST] I don’t really focus on rewards, I just try to do my best. [/INST]   That’s a great mindset! Still, would additional recognition make your work more satisfying? </s>  
<s>[INST] I feel like certain achievements get overlooked while others are praised. [/INST]   I see! Do you think a more structured or transparent recognition system would help? </s>  "
,Low leaves (0 annual leave factor & 2.012972104 sick leave factor),"Do you feel that not taking planned breaks is affecting your overall well-being, and would you benefit from initiatives encouraging regular downtime or stress management resources?","<s>[INST] Yes, I think not taking breaks is affecting my well-being. [/INST]   That’s concerning! Would structured break reminders or wellness programs help? </s>  
<s>[INST] Sometimes, but I manage to recover on my own. [/INST]   That’s good to hear! Do you think having optional wellness resources could still be beneficial? </s>  
<s>[INST] No, I don’t feel like I need breaks as long as I manage my workload efficiently. [/INST]   That’s fair! Do you have any personal strategies that help you stay refreshed? </s>  
<s>[INST] I rarely take breaks because I feel guilty stepping away from work. [/INST]   That’s understandable. Do you think a culture shift towards work-life balance would help? </s>  
<s>[INST] I’d take more breaks if I had a structured schedule for them. [/INST]   That makes sense! Would a more flexible or guided break policy be helpful for you? </s>"
,Excellent onboarding without mentor,How was your onboarding experience? Was there anything that could have been improved?,"<s>[INST] It was great! I felt well-prepared for my role. [/INST]   That’s awesome! What specific aspects of onboarding helped you the most? </s>  
<s>[INST] It was okay, but I think more hands-on training would have helped. [/INST]   That’s a good point! What kind of hands-on training do you think would have made a difference? </s>  
<s>[INST] I struggled a bit at first because there was too much information to process. [/INST]   That makes sense! Would a more gradual onboarding process have been helpful? </s>  
<s>[INST] I didn’t feel like I had enough guidance when I started. [/INST]   That’s understandable. Do you think a dedicated mentor or more check-ins would have helped? </s>  
<s>[INST] It wasn’t great, and I felt unprepared for my tasks. [/INST]   I see. What specific resources or support do you think would have improved your experience? </s>"
EMP0355,(Leave Factor: 3 leaves in 6 months),"You’ve taken fewer leaves over the past months—do you feel workload pressure is preventing you
from taking necessary breaks? ","<s>[INST] No, I planned my tasks well, so I didn’t feel the need for more leaves. [/INST] Do you think maintaining this level of planning is sustainable in the long run? </s>  
<s>[INST] Yes, workload pressure made it hard to take leaves. [/INST] Would redistributing tasks or having backup support help you take breaks when needed? </s>  
<s>[INST] I didn’t feel the need for leaves as I was comfortable with my workload. [/INST] That’s great! Do you think periodic breaks could still help with long-term productivity? </s>  
<s>[INST] I was concerned about falling behind on my tasks. [/INST] Would having structured handovers or automation help you manage workload before a break? </s>  
<s>[INST] I had personal reasons for not taking leaves, not workload pressure. [/INST] Understood. Would you still find flexible leave options useful when needed? </s>  
<s>[INST] I took fewer leaves because I preferred to save them for later. [/INST] That makes sense! Do you feel there should be better incentives for taking timely breaks? </s>  
<s>[INST] I wasn’t sure if my absence would impact the team’s work. [/INST] Would having a clear delegation process help you feel more comfortable taking time off? </s>  "
,"(Performance Rating: Meets Expectations, No Promotion)","Despite stable performance, you haven’t been promoted in two cycles—do you think this affects
your motivation? ","<s>[INST] No, I am satisfied with my current role and responsibilities. [/INST] That’s good to hear! Would you still be interested in opportunities for skill development? </s>  
<s>[INST] Yes, it’s a bit demotivating to not see career progression. [/INST] Would more clarity on promotion criteria help you feel more confident about growth? </s>  
<s>[INST] I understand that promotions take time, so I’m not too concerned. [/INST] That’s a great perspective! Would you like more feedback on your progress? </s>  
<s>[INST] I feel my contributions deserve more recognition. [/INST] Would performance-based incentives or additional responsibilities help with motivation? </s>  
<s>[INST] I’ve been focusing on improving my skills rather than promotions. [/INST] That’s a great approach! Are there specific skills you’d like more support in developing? </s>  
<s>[INST] Yes, I expected a promotion and feel a bit overlooked. [/INST] Would a structured career progression plan help you stay motivated? </s>  
<s>[INST] It’s frustrating, but I’m trying to stay focused on my work. [/INST] That’s understandable. Would more frequent performance discussions be helpful? </s>  "
,(Avg Work Hours: 55/week),"Your work hours have increased significantly—do you feel this is affecting your productivity and
well-being? ","<s>[INST] No, I manage my time well, so it hasn’t impacted me much. [/INST] That’s great! Do you have any strategies that help maintain work-life balance? </s>  
<s>[INST] Yes, I feel more exhausted lately. [/INST] That makes sense. Would adjusting workload distribution help you manage better? </s>  
<s>[INST] It has affected my personal time, but my productivity is still fine. [/INST] Understood. Would flexible work hours help you regain balance? </s>  
<s>[INST] I think it’s temporary, so I’m not too worried. [/INST] That’s a positive outlook! Would you like to track workload trends to ensure balance? </s>  
<s>[INST] I feel less efficient due to the long hours. [/INST] That’s important to note. Would regular breaks or time management support be helpful? </s>  
<s>[INST] I enjoy my work, so the extra hours don’t feel like a burden. [/INST] That’s great to hear! Would you still be interested in optimizing work efficiency? </s>  
<s>[INST] It’s affecting my motivation, and I feel burnt out. [/INST] That’s concerning. Would a discussion about workload adjustments be helpful? </s>  "
,Rewards Factor: No recent incentives,"You haven’t received any incentives in recent cycles—do you feel your contributions are being fairly
rewarded?","<s>[INST] Yes, I believe my efforts are recognized in other ways. [/INST] That’s a great perspective! Do you find non-monetary recognition equally motivating? </s>  
<s>[INST] No, I feel my hard work isn’t being acknowledged enough. [/INST] That’s understandable. Would more transparent reward criteria help? </s>  
<s>[INST] I don’t work for incentives, so it doesn’t bother me much. [/INST] That’s a great mindset! Would you still appreciate more feedback on your performance? </s>  
<s>[INST] It’s a bit disappointing, as I’ve consistently met expectations. [/INST] I see. Would performance-based bonuses or recognition programs help? </s>  
<s>[INST] I wasn’t expecting an incentive, but it would be nice to have. [/INST] Understood! Would more clarity on eligibility criteria be helpful? </s>  
<s>[INST] I feel like incentives are given unfairly sometimes. [/INST] That’s an important concern. Would a more structured reward system address this? </s>  
<s>[INST] I don’t mind not receiving incentives, but I’d like growth opportunities. [/INST] That makes sense! Would mentorship or skill development programs be of interest to you? </s>  "
,"Work Hours Trend:
Increasing",What kind of flexibility or support would improve your work-life balance?,"<s>[INST] Flexible work hours would help me manage my time better. [/INST] That makes sense! Would a hybrid or remote work option also be beneficial? </s>  
<s>[INST] A lighter workload would help balance my responsibilities. [/INST] Understood. Would task prioritization support make workload management easier? </s>  
<s>[INST] More structured breaks would improve my productivity. [/INST] That’s a great idea! Would scheduled reminders for breaks be useful? </s>  
<s>[INST] Better delegation of tasks could ease the pressure. [/INST] I see. Would training on efficient task delegation be helpful for you? </s>  
<s>[INST] I’d appreciate a clear boundary between work and personal time. [/INST] That’s important! Would setting ‘no work’ hours help maintain that boundary? </s>  
<s>[INST] More automation in repetitive tasks would save time. [/INST] That’s a great point! Would AI-driven workflow tools be useful for streamlining tasks? </s>  
<s>[INST] I don’t feel the need for any changes right now. [/INST] That’s good to hear! Would you still be open to exploring future flexibility options? </s>  "
EMP0356,"You have taken more than 10 leaves, yet stress levels remain high—do you feel your workload is manageable?","Leave Factor: 10+ leaves, High Stress Survey Score","<s>[INST] No, I feel overwhelmed despite the leaves. [/INST] That’s concerning! Would redistributing tasks help manage the workload better? </s>  
<s>[INST] Yes, I take leaves for personal reasons, but work stress remains high. [/INST] Understood. Would a more flexible work schedule reduce stress? </s>  
<s>[INST] I struggle with pending tasks after returning from leave. [/INST] I see. Would structured handovers before leaves make it easier to catch up? </s>  
<s>[INST] My workload is fine, but other factors contribute to my stress. [/INST] Got it! Would wellness programs or mental health support be beneficial? </s>  
<s>[INST] I take leaves as needed, but deadlines are still tight. [/INST] That makes sense. Would deadline extensions or buffer days help? </s>  
<s>[INST] The workload is manageable, but unexpected tasks increase stress. [/INST] I understand. Would a better task-tracking system help anticipate workload spikes? </s>  
<s>[INST] My workload is fine; stress is from personal reasons. [/INST] Thanks for sharing. Would access to counseling or support resources be helpful? </s>  "
,Your rating dropped in the last cycle—do you think the evaluation criteria were fair?,Performance Change: Exceeds Expectations → Meets Expectations,"<s>[INST] No, I feel my efforts weren’t fully recognized. [/INST] That’s valid! Would clearer evaluation criteria make the process feel fairer? </s>  
<s>[INST] Yes, the drop seems fair based on my performance. [/INST] That’s great self-awareness! Do you see areas where you’d like to improve? </s>  
<s>[INST] I’m unsure how the criteria were applied. [/INST] I see. Would a detailed performance review discussion help clarify? </s>  
<s>[INST] I performed well, but certain factors weren’t considered. [/INST] Understood. Would feedback sessions before final ratings help address this? </s>  
<s>[INST] The rating system seems inconsistent compared to past cycles. [/INST] That’s important. Would more transparency in evaluation help? </s>  
<s>[INST] I met all goals, so I’m unsure why the rating dropped. [/INST] That’s understandable. Would real-time performance feedback be beneficial? </s>  
<s>[INST] I expected the drop, but I’d like guidance on improvement. [/INST] That’s a great mindset! Would targeted coaching or mentorship be helpful? </s>  "
,Your engagement levels have declined—what factors contribute to this change?,Engagement Score: Decreasing over last 3 months,"<s>[INST] Work feels repetitive, which lowers my engagement. [/INST] That’s insightful! Would new project opportunities or skill-building help? </s>  
<s>[INST] I feel disconnected from my team lately. [/INST] That’s important. Would more team interactions or check-ins help re-engage you? </s>  
<s>[INST] I’ve been handling too many routine tasks. [/INST] I see. Would automating repetitive work free up time for more engaging tasks? </s>  
<s>[INST] Recent work changes have affected my motivation. [/INST] Understood. Would clearer role expectations help with adjusting to changes? </s>  
<s>[INST] I’ve had personal challenges affecting my focus. [/INST] Thanks for sharing. Would additional flexibility help manage work alongside personal needs? </s>  
<s>[INST] I feel my contributions don’t make a significant impact. [/INST] That’s understandable. Would more recognition or growth opportunities help? </s>  
<s>[INST] I’m not sure, but I’ve been less motivated lately. [/INST] That makes sense. Would a goal-setting session help you refocus? </s>  "
,You haven’t received any team-wide recognition recently—do you feel underappreciated?,No Recognition in Last 6 Months,"<s>[INST] Yes, I feel my efforts haven’t been acknowledged. [/INST] That’s understandable. Would a structured recognition system improve this? </s>  
<s>[INST] I don’t work for recognition, but it’s nice to be appreciated. [/INST] Absolutely! Would team appreciation events make recognition more visible? </s>  
<s>[INST] I focus on results, but some acknowledgment would be encouraging. [/INST] That’s valid! Would peer recognition programs help? </s>  
<s>[INST] I feel only certain types of work get recognized. [/INST] I see. Would a more inclusive recognition system be beneficial? </s>  
<s>[INST] I don’t mind the lack of recognition, but team morale seems low. [/INST] That’s insightful! Would morale-boosting initiatives improve the team dynamic? </s>  
<s>[INST] I received informal appreciation, but nothing official. [/INST] Got it! Would more formalized recognition help maintain motivation? </s>  
<s>[INST] I’m satisfied with my work, but external validation helps. [/INST] That’s fair! Would a structured feedback system give better visibility to contributions? </s>  "
,What changes in the work environment would help improve your satisfaction and engagement?,Workload vs. Performance Trend,"<s>[INST] A more collaborative culture would help. [/INST] That’s great insight! Would cross-team projects encourage more collaboration? </s>  
<s>[INST] More autonomy in decision-making would be beneficial. [/INST] Understood! Would leadership training or role flexibility help with that? </s>  
<s>[INST] A balance between work pressure and breaks would help. [/INST] That’s important! Would structured downtime or wellness initiatives support this? </s>  
<s>[INST] Better clarity on growth opportunities would improve engagement. [/INST] That makes sense! Would regular career discussions help? </s>  
<s>[INST] Recognition of smaller achievements would be encouraging. [/INST] Absolutely! Would a milestone-based recognition system be motivating? </s>  
<s>[INST] I’d appreciate better communication from leadership. [/INST] Noted! Would town halls or Q&A sessions help bridge this gap? </s>  
<s>[INST] Less micromanagement would improve my motivation. [/INST] Understood! Would more trust-based task assignments be helpful? </s>  "
EMP0362,You’ve taken only 2 personal leaves in the last 6 months—do you feel pressured to stay at work?,"Leave Factor: Low Leave Usage, Potential Burnout","<s>[INST] Yes, I feel obligated to be present at work. [/INST] That’s concerning! Would a more flexible leave policy make it easier to take time off? </s>  
<s>[INST] No, I just haven’t felt the need for more leaves. [/INST] That’s good to know! Would additional wellness programs encourage better work-life balance? </s>  
<s>[INST] I worry that taking leave might affect my performance reviews. [/INST] That’s understandable. Would clearer leave policies help reassure you? </s>  
<s>[INST] I’ve been too busy to plan a break. [/INST] That makes sense. Would scheduling mandatory rest days be beneficial? </s>  
<s>[INST] I prefer to save my leaves for emergencies. [/INST] That’s a smart approach! Would a more flexible work-from-home policy help reduce stress? </s>  
<s>[INST] The workload is manageable, so I don’t feel the need for breaks. [/INST] That’s great! Would occasional mental health days improve long-term well-being? </s>  
<s>[INST] I’m worried about falling behind if I take leave. [/INST] I see. Would better workload distribution help ease that concern? </s>  
"
,"Your performance remains strong, yet no salary increase was given—how does this impact your job satisfaction?","Salary Factor: No Raise, High Performance","<s>[INST] It’s frustrating to perform well and not be rewarded. [/INST] That’s valid! Would a structured salary review process improve fairness? </s>  
<s>[INST] I feel undervalued without a raise. [/INST] That’s understandable. Would a transparent pay structure help address this concern? </s>  
<s>[INST] I expected a raise, so this is disappointing. [/INST] That makes sense. Would discussing career progression paths help align expectations? </s>  
<s>[INST] Compensation isn’t my main concern, but it matters. [/INST] That’s fair! Would other benefits like bonuses or stock options help? </s>  
<s>[INST] I’d appreciate recognition beyond salary. [/INST] Absolutely! Would more non-monetary incentives like promotions or perks be motivating? </s>  
<s>[INST] I believe my performance justifies a raise. [/INST] That’s fair! Would regular performance-based pay reviews address this? </s>  
<s>[INST] I’m fine with no raise for now, but I need clarity on future growth. [/INST] That’s a good perspective! Would career planning discussions help? </s>  "
,You frequently work late—do you feel this workload is sustainable?,Avg LateWork: 10 hours/day,"<s>[INST] No, I often feel exhausted by the workload. [/INST] That’s concerning! Would adjusting deadlines or redistributing work help? </s>  
<s>[INST] It’s manageable, but long hours are draining. [/INST] I understand. Would a structured workload balance help improve sustainability? </s>  
<s>[INST] I can handle it, but I worry about burnout. [/INST] That’s a valid concern! Would scheduled breaks or reduced overtime help? </s>  
<s>[INST] My workload feels excessive, but I have no choice. [/INST] That’s tough! Would an extra resource or support help lighten the load? </s>  
<s>[INST] Late work is part of my role, but it affects personal time. [/INST] That makes sense. Would a flexible shift system help? </s>  
<s>[INST] I stay late to complete tasks, but I’d prefer better time management. [/INST] That’s insightful! Would training on workload prioritization help? </s>  
<s>[INST] I enjoy my work, but the hours feel unsustainable. [/INST] That’s fair! Would a discussion on workload expectations help set better boundaries? </s>  "
,Your last recognition was 6 months ago—do you feel your contributions are acknowledged?,Recognition Trend: No Recent Incentives,"<s>[INST] No, I feel my efforts go unnoticed. [/INST] That’s understandable! Would more frequent feedback and recognition help? </s>  
<s>[INST] I don’t expect recognition, but it’s nice to have. [/INST] Absolutely! Would a structured appreciation program improve motivation? </s>  
<s>[INST] I feel like only certain achievements get acknowledged. [/INST] That’s valid! Would a more inclusive recognition system address this? </s>  
<s>[INST] Peer appreciation keeps me going, but leadership feedback is lacking. [/INST] I see! Would more leadership engagement improve recognition? </s>  
<s>[INST] I don’t work for recognition, but a small acknowledgment helps. [/INST] That’s fair! Would a consistent reward system enhance motivation? </s>  
<s>[INST] I feel my work is important, but external validation matters. [/INST] That’s true! Would a transparent recognition framework be beneficial? </s>  
<s>[INST] I haven’t received direct praise, but I know my impact. [/INST] That’s great confidence! Would more visible recognition boost morale? </s>  "
,What would make you feel more valued and motivated in your current role?,Performance vs. Rewards Mismatch,"<s>[INST] More career growth opportunities would make me feel valued. [/INST] That’s insightful! Would clear promotion pathways help align expectations? </s>  
<s>[INST] Regular feedback and appreciation would be motivating. [/INST] Absolutely! Would structured check-ins with leadership help? </s>  
<s>[INST] A balance between workload and rewards would help. [/INST] That’s a good point! Would performance-based incentives improve fairness? </s>  
<s>[INST] More trust and autonomy in decision-making would be ideal. [/INST] That’s great! Would a mentorship program or leadership role help? </s>  
<s>[INST] Better work-life balance would make a big difference. [/INST] That’s important! Would flexible work arrangements improve satisfaction? </s>  
<s>[INST] Clearer communication on expectations and rewards would help. [/INST] Absolutely! Would more transparency in company policies address this? </s>  
<s>[INST] A culture of appreciation and fairness would boost motivation. [/INST] That’s insightful! Would a structured rewards program improve morale? </s>  "
EMP0377,You’ve taken multiple short leaves—do you find it difficult to balance work and personal life?,"Leave Pattern: Short Leaves, Frequent Interruptions","<s>[INST] Yes, frequent short leaves make it hard to maintain a steady workflow. [/INST] That’s understandable! Would flexible scheduling or remote options help balance work and personal life? </s>  
<s>[INST] Not really, I take short leaves to manage personal responsibilities. [/INST] That makes sense! Would more structured time-off policies help reduce interruptions? </s>  
<s>[INST] I take short leaves to avoid long breaks that might disrupt work. [/INST] That’s a smart approach! Would a planned leave structure help reduce stress? </s>  
<s>[INST] My workload makes it hard to take longer leaves. [/INST] That’s valid! Would additional support or task delegation help manage your workload? </s>  
<s>[INST] I use short leaves to recharge, but it doesn’t fully relieve stress. [/INST] That’s important! Would wellness programs or mental health days help improve recovery? </s>  
<s>[INST] Short leaves help me stay productive, so I don’t see an issue. [/INST] That’s good to hear! Would alternative leave arrangements be beneficial? </s>  
<s>[INST] I don’t feel work-life balance is a problem, but more flexibility would help. [/INST] That’s fair! Would a hybrid work model improve work-life integration? </s>  "
,Your performance ratings have declined slightly—do you feel you have the necessary support to improve?,Performance Trend: Declining over 2 Cycles,"<s>[INST] No, I feel I need more support to improve my performance. [/INST] That’s important! Would additional training or mentorship help? </s>  
<s>[INST] I’m aware of the decline, but I’m not sure what’s causing it. [/INST] That’s understandable! Would a structured feedback system help identify areas for growth? </s>  
<s>[INST] I have the skills, but I lack time to focus on improving. [/INST] That’s valid! Would reducing administrative work help you focus on key tasks? </s>  
<s>[INST] The workload increase has made it harder to maintain past performance. [/INST] That’s a concern! Would redistributing responsibilities improve efficiency? </s>  
<s>[INST] I need clearer guidance on expectations to improve. [/INST] That makes sense! Would more frequent check-ins with leadership help? </s>  
<s>[INST] I don’t think my decline is significant, but I’d like to improve. [/INST] That’s a great attitude! Would targeted training help enhance your skills? </s>  
<s>[INST] I feel my efforts are consistent, but the rating system may not reflect that. [/INST] That’s insightful! Would a more transparent evaluation process help? </s>  "
,You are spending more time in meetings—do you think this is affecting your ability to focus on tasks?,"Meeting Hours Increased, Completion Rate Dropped","<s>[INST] Yes, long meetings are taking time away from critical tasks. [/INST] That’s a concern! Would fewer or more structured meetings improve focus? </s>  
<s>[INST] I feel meetings are necessary, but they could be more efficient. [/INST] That makes sense! Would an agenda-driven approach help streamline discussions? </s>  
<s>[INST] Meetings are valuable, but they reduce my available working hours. [/INST] That’s a valid point! Would blocking out focus time help you stay productive? </s>  
<s>[INST] I prefer meetings over excessive emails, but they could be shorter. [/INST] That’s a good balance! Would a hybrid approach (asynchronous updates + short meetings) work better? </s>  
<s>[INST] I think meetings are helpful, but I need more flexibility. [/INST] That’s fair! Would optional attendance for non-critical discussions help? </s>  
<s>[INST] Some meetings feel unnecessary and repetitive. [/INST] That’s important feedback! Would consolidating meetings into fewer sessions improve efficiency? </s>  
<s>[INST] I don’t mind meetings, but back-to-back scheduling is exhausting. [/INST] That’s understandable! Would built-in breaks between meetings help reduce fatigue? </s>  
"
,You haven’t received a major bonus or recognition in over a year—do you feel your efforts are being acknowledged?,Rewards Trend: No Recognition in Last 12 Months,"<s>[INST] No, I feel my contributions aren’t fully recognized. [/INST] That’s understandable! Would a structured rewards program help? </s>  
<s>[INST] I don’t expect constant recognition, but a major milestone should be acknowledged. [/INST] That’s a valid point! Would more consistent appreciation initiatives be helpful? </s>  
<s>[INST] I value my work, but external validation is important too. [/INST] That makes sense! Would a clearer recognition framework help employees feel valued? </s>  
<s>[INST] I’ve been doing my job well, but I don’t feel noticed. [/INST] That’s concerning! Would more peer and leadership feedback make a difference? </s>  
<s>[INST] I think informal recognition exists, but formal incentives are lacking. [/INST] That’s insightful! Would a structured reward system be beneficial? </s>  
<s>[INST] I prefer growth opportunities over monetary rewards. [/INST] That’s a great perspective! Would career advancement discussions improve motivation? </s>  
<s>[INST] A small acknowledgment would go a long way in boosting morale. [/INST] That’s understandable! Would more regular appreciation events help? </s>  
"
,What changes could help improve your productivity and overall engagement?,Meetings vs. Productivity Balance,"<s>[INST] Fewer interruptions would help me focus better. [/INST] That makes sense! Would implementing a ""no-meeting"" time block help? </s>  
<s>[INST] A more balanced workload would improve my efficiency. [/INST] That’s a good point! Would task delegation or automation help ease pressure? </s>  
<s>[INST] More control over my schedule would boost engagement. [/INST] That’s a great insight! Would flexible work hours improve your productivity? </s>  
<s>[INST] Clearer priorities would help me manage tasks better. [/INST] That’s important! Would a structured task management system help? </s>  
<s>[INST] More collaborative problem-solving would keep me engaged. [/INST] That’s interesting! Would cross-team brainstorming sessions be valuable? </s>  
<s>[INST] A more transparent career path would improve motivation. [/INST] That’s a great perspective! Would a mentorship program help align goals? </s>  
<s>[INST] Reducing repetitive tasks would let me focus on impactful work. [/INST] That’s a smart approach! Would automation tools improve workflow efficiency? </s>  "
EMP0384,You have taken very few leaves despite reporting health concerns—do you feel pressured to continue working without breaks?,"Leave Factor: Low Leave, Reported Health Issues","<s>[INST] I take leaves but still struggle with workload. [/INST] Would additional task delegation help reduce your stress? </s>
<s>[INST] My workload is overwhelming even after breaks. [/INST] Would structured workload management make a difference? </s>
<s>[INST] The work itself is stressful, not the hours. [/INST] Would access to stress-management resources be beneficial? </s>
<s>[INST] I take leave when necessary, but it doesn’t help. [/INST] Would lighter post-leave reintegration help prevent backlog? </s>
<s>[INST] My workload is fine, but other factors cause stress. [/INST] Would addressing external stressors improve your experience? </s>
<s>[INST] I don’t feel overwhelmed, just dealing with personal stress. [/INST] Would more flexibility in work hours help with that? </s>
<s>[INST] I feel pressured to work despite taking leaves. [/INST] Would clearer communication on workload expectations help? </s>"
,Your promotion has come with increased stress—how has the transition impacted you?,Promotion Factor: Increased Stress Score,"<s>[INST] The work has become monotonous. [/INST] Would more varied tasks improve engagement? </s>
<s>[INST] I feel disconnected from team goals. [/INST] Would more involvement in decision-making help? </s>
<s>[INST] I don’t feel recognized for my contributions. [/INST] Would more regular feedback and recognition improve motivation? </s>
<s>[INST] My workload is too high to focus on engagement. [/INST] Would adjusting priorities or workload allocation help? </s>
<s>[INST] My role lacks growth opportunities. [/INST] Would professional development programs increase engagement? </s>
<s>[INST] The workplace environment has changed negatively. [/INST] Would a discussion about team dynamics be beneficial? </s>
<s>[INST] External factors have impacted my engagement. [/INST] Would flexibility in work arrangements help you manage better? </s>
"
,Your work hours have increased significantly post-promotion—do you think this is affecting your personal life?,Avg Work Hours: Rising Post-Promotion,"<s>[INST] No, I feel my efforts go unnoticed. [/INST] Would more frequent informal recognition improve morale? </s>
<s>[INST] I don’t work for recognition, but it would be nice. [/INST] Would a structured reward system add value? </s>
<s>[INST] I prefer feedback over rewards. [/INST] Would scheduled feedback sessions be useful? </s>
<s>[INST] Recognition should be based on impact, not frequency. [/INST] Would clearer impact metrics for recognition help? </s>
<s>[INST] I feel appreciated by colleagues, but not management. [/INST] Would more top-down acknowledgment help? </s>
<s>[INST] I was recognized before, but consistency matters. [/INST] Would a more transparent recognition cycle be beneficial? </s>
<s>[INST] A simple acknowledgment can make a big difference. [/INST] Would peer-to-peer recognition programs improve morale? </s>"
